"Year","Month","Ranking","Title","Artist","Spotify Link"
"2017","Janeiro","1","Bad and Boujee","Migos feat. Lil Uzi Vert","https://open.spotify.com/track/1Y9P"
"2017","Janeiro","2","Black Beatles","Rae Sremmurd feat. Gucci Mane","https://open.spotify.com/track/1Y9P"
"2017","Janeiro","3","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2017","Janeiro","4","Starboy","The Weeknd feat. Daft Punk","https://open.spotify.com/track/2X9P"
"2017","Janeiro","5","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Janeiro","6","24K Magic","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Janeiro","7","I Don’t Wanna Live Forever","Zayn & Taylor Swift","https://open.spotify.com/track/2X9P"
"2017","Janeiro","8","Fake Love","Drake","https://open.spotify.com/track/4W9P"
"2017","Janeiro","9","Side to Side","Ariana Grande feat. Nicki Minaj","https://open.spotify.com/track/9T9P"
"2017","Janeiro","10","Let Me Love You","DJ Snake feat. Justin Bieber","https://open.spotify.com/track/8U9P"
"2017","Fevereiro","1","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Fevereiro","2","Bad and Boujee","Migos feat. Lil Uzi Vert","https://open.spotify.com/track/1Y9P"
"2017","Fevereiro","3","I Don’t Wanna Live Forever","Zayn & Taylor Swift","https://open.spotify.com/track/2X9P"
"2017","Fevereiro","4","Black Beatles","Rae Sremmurd feat. Gucci Mane","https://open.spotify.com/track/1Y9P"
"2017","Fevereiro","5","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2017","Fevereiro","6","Fake Love","Drake","https://open.spotify.com/track/4W9P"
"2017","Fevereiro","7","Starboy","The Weeknd feat. Daft Punk","https://open.spotify.com/track/2X9P"
"2017","Fevereiro","8","24K Magic","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Fevereiro","9","Paris","The Chainsmokers","https://open.spotify.com/track/6W9P"
"2017","Fevereiro","10","Bounce Back","Big Sean","https://open.spotify.com/track/8U9P"
"2017","Março","1","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Março","2","Bad and Boujee","Migos feat. Lil Uzi Vert","https://open.spotify.com/track/1Y9P"
"2017","Março","3","I Don’t Wanna Live Forever","Zayn & Taylor Swift","https://open.spotify.com/track/2X9P"
"2017","Março","4","That’s What I Like","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Março","5","Tunnel Vision","Kodak Black","https://open.spotify.com/track/6W9P"
"2017","Março","6","Closer","The Chainsmokers feat. Halsey","https://open.spotify.com/track/1Y9P"
"2017","Março","7","Paris","The Chainsmokers","https://open.spotify.com/track/6W9P"
"2017","Março","8","Bounce Back","Big Sean","https://open.spotify.com/track/8U9P"
"2017","Março","9","Something Just Like This","The Chainsmokers & Coldplay","https://open.spotify.com/track/9T9P"
"2017","Março","10","iSpy","Kyle feat. Lil Yachty","https://open.spotify.com/track/4W9P"
"2017","Abril","1","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Abril","2","Humble","Kendrick Lamar","https://open.spotify.com/track/1Y9P"
"2017","Abril","3","That’s What I Like","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Abril","4","Bad and Boujee","Migos feat. Lil Uzi Vert","https://open.spotify.com/track/1Y9P"
"2017","Abril","5","Something Just Like This","The Chainsmokers & Coldplay","https://open.spotify.com/track/9T9P"
"2017","Abril","6","iSpy","Kyle feat. Lil Yachty","https://open.spotify.com/track/4W9P"
"2017","Abril","7","I Don’t Wanna Live Forever","Zayn & Taylor Swift","https://open.spotify.com/track/2X9P"
"2017","Abril","8","Tunnel Vision","Kodak Black","https://open.spotify.com/track/6W9P"
"2017","Abril","9","Paris","The Chainsmokers","https://open.spotify.com/track/6W9P"
"2017","Abril","10","Mask Off","Future","https://open.spotify.com/track/8U9P"
"2017","Maio","1","Humble","Kendrick Lamar","https://open.spotify.com/track/1Y9P"
"2017","Maio","2","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Maio","3","That’s What I Like","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Maio","4","Despacito","Luis Fonsi & Daddy Yankee feat. Justin Bieber","https://open.spotify.com/track/2X9P"
"2017","Maio","5","Something Just Like This","The Chainsmokers & Coldplay","https://open.spotify.com/track/9T9P"
"2017","Maio","6","Mask Off","Future","https://open.spotify.com/track/8U9P"
"2017","Maio","7","iSpy","Kyle feat. Lil Yachty","https://open.spotify.com/track/4W9P"
"2017","Maio","8","I’m the One","DJ Khaled feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne","https://open.spotify.com/track/6W9P"
"2017","Maio","9","Bad and Boujee","Migos feat. Lil Uzi Vert","https://open.spotify.com/track/1Y9P"
"2017","Maio","10","Stay","Zedd & Alessia Cara","https://open.spotify.com/track/2X9P"
"2017","Junho","1","Despacito","Luis Fonsi & Daddy Yankee feat. Justin Bieber","https://open.spotify.com/track/2X9P"
"2017","Junho","2","Humble","Kendrick Lamar","https://open.spotify.com/track/1Y9P"
"2017","Junho","3","I’m the One","DJ Khaled feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne","https://open.spotify.com/track/6W9P"
"2017","Junho","4","That’s What I Like","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Junho","5","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Junho","6","Mask Off","Future","https://open.spotify.com/track/8U9P"
"2017","Junho","7","Something Just Like This","The Chainsmokers & Coldplay","https://open.spotify.com/track/9T9P"
"2017","Junho","8","Stay","Zedd & Alessia Cara","https://open.spotify.com/track/2X9P"
"2017","Junho","9","Congratulations","Post Malone feat. Quavo","https://open.spotify.com/track/4W9P"
"2017","Junho","10","iSpy","Kyle feat. Lil Yachty","https://open.spotify.com/track/4W9P"
"2017","Julho","1","Despacito","Luis Fonsi & Daddy Yankee feat. Justin Bieber","https://open.spotify.com/track/2X9P"
"2017","Julho","2","I’m the One","DJ Khaled feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne","https://open.spotify.com/track/6W9P"
"2017","Julho","3","Wild Thoughts","DJ Khaled feat. Rihanna & Bryson Tiller","https://open.spotify.com/track/4W9P"
"2017","Julho","4","Humble","Kendrick Lamar","https://open.spotify.com/track/1Y9P"
"2017","Julho","5","Congratulations","Post Malone feat. Quavo","https://open.spotify.com/track/4W9P"
"2017","Julho","6","That’s What I Like","Bruno Mars","https://open.spotify.com/track/4W9P"
"2017","Julho","7","Unforgettable","French Montana feat. Swae Lee","https://open.spotify.com/track/2X9P"
"2017","Julho","8","Shape of You","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Julho","9","Mask Off","Future","https://open.spotify.com/track/8U9P"
"2017","Julho","10","XO Tour Llif3","Lil Uzi Vert","https://open.spotify.com/track/6W9P"
"2017","Agosto","1","Despacito","Luis Fonsi & Daddy Yankee feat. Justin Bieber","https://open.spotify.com/track/2X9P"
"2017","Agosto","2","Wild Thoughts","DJ Khaled feat. Rihanna & Bryson Tiller","https://open.spotify.com/track/4W9P"
"2017","Agosto","3","Unforgettable","French Montana feat. Swae Lee","https://open.spotify.com/track/2X9P"
"2017","Agosto","4","I’m the One","DJ Khaled feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne","https://open.spotify.com/track/6W9P"
"2017","Agosto","5","Congratulations","Post Malone feat. Quavo","https://open.spotify.com/track/4W9P"
"2017","Agosto","6","Humble","Kendrick Lamar","https://open.spotify.com/track/1Y9P"
"2017","Agosto","7","Attention","Charlie Puth","https://open.spotify.com/track/8U9P"
"2017","Agosto","8","Body Like a Back Road","Sam Hunt","https://open.spotify.com/track/6W9P"
"2017","Agosto","9","Bank Account","21 Savage","https://open.spotify.com/track/4W9P"
"2017","Agosto","10","XO Tour Llif3","Lil Uzi Vert","https://open.spotify.com/track/6W9P"
"2017","Setembro","1","Despacito","Luis Fonsi & Daddy Yankee feat. Justin Bieber","https://open.spotify.com/track/2X9P"
"2017","Setembro","2","Look What You Made Me Do","Taylor Swift","https://open.spotify.com/track/4W9P"
"2017","Setembro","3","Wild Thoughts","DJ Khaled feat. Rihanna & Bryson Tiller","https://open.spotify.com/track/4W9P"
"2017","Setembro","4","Unforgettable","French Montana feat. Swae Lee","https://open.spotify.com/track/2X9P"
"2017","Setembro","5","Bodak Yellow","Cardi B","https://open.spotify.com/track/1Y9P"
"2017","Setembro","6","Attention","Charlie Puth","https://open.spotify.com/track/8U9P"
"2017","Setembro","7","I’m the One","DJ Khaled feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne","https://open.spotify.com/track/6W9P"
"2017","Setembro","8","Congratulations","Post Malone feat. Quavo","https://open.spotify.com/track/4W9P"
"2017","Setembro","9","Bank Account","21 Savage","https://open.spotify.com/track/4W9P"
"2017","Setembro","10","Body Like a Back Road","Sam Hunt","https://open.spotify.com/track/6W9P"
"2017","Outubro","1","Bodak Yellow","Cardi B","https://open.spotify.com/track/1Y9P"
"2017","Outubro","2","Rockstar","Post Malone feat. 21 Savage","https://open.spotify.com/track/2X9P"
"2017","Outubro","3","Look What You Made Me Do","Taylor Swift","https://open.spotify.com/track/4W9P"
"2017","Outubro","4","1-800-273-8255","Logic feat. Alessia Cara & Khalid","https://open.spotify.com/track/6W9P"
"2017","Outubro","5","Despacito","Luis Fonsi & Daddy Yankee feat. Justin Bieber","https://open.spotify.com/track/2X9P"
"2017","Outubro","6","Unforgettable","French Montana feat. Swae Lee","https://open.spotify.com/track/2X9P"
"2017","Outubro","7","Wild Thoughts","DJ Khaled feat. Rihanna & Bryson Tiller","https://open.spotify.com/track/4W9P"
"2017","Outubro","8","Attention","Charlie Puth","https://open.spotify.com/track/8U9P"
"2017","Outubro","9","Feel It Still","Portugal. The Man","https://open.spotify.com/track/6W9P"
"2017","Outubro","10","Rake It Up","Yo Gotti feat. Nicki Minaj","https://open.spotify.com/track/4W9P"
"2017","Novembro","1","Rockstar","Post Malone feat. 21 Savage","https://open.spotify.com/track/2X9P"
"2017","Novembro","2","Bodak Yellow","Cardi B","https://open.spotify.com/track/1Y9P"
"2017","Novembro","3","1-800-273-8255","Logic feat. Alessia Cara & Khalid","https://open.spotify.com/track/6W9P"
"2017","Novembro","4","Look What You Made Me Do","Taylor Swift","https://open.spotify.com/track/4W9P"
"2017","Novembro","5","Havana","Camila Cabello feat. Young Thug","https://open.spotify.com/track/8U9P"
"2017","Novembro","6","Feel It Still","Portugal. The Man","https://open.spotify.com/track/6W9P"
"2017","Novembro","7","Gucci Gang","Lil Pump","https://open.spotify.com/track/4W9P"
"2017","Novembro","8","Unforgettable","French Montana feat. Swae Lee","https://open.spotify.com/track/2X9P"
"2017","Novembro","9","Mi Gente","J Balvin & Willy William feat. Beyoncé","https://open.spotify.com/track/9T9P"
"2017","Novembro","10","Thunder","Imagine Dragons","https://open.spotify.com/track/4W9P"
"2017","Dezembro","1","Rockstar","Post Malone feat. 21 Savage","https://open.spotify.com/track/2X9P"
"2017","Dezembro","2","Havana","Camila Cabello feat. Young Thug","https://open.spotify.com/track/8U9P"
"2017","Dezembro","3","Perfect","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2017","Dezembro","4","Bodak Yellow","Cardi B","https://open.spotify.com/track/1Y9P"
"2017","Dezembro","5","Gucci Gang","Lil Pump","https://open.spotify.com/track/4W9P"
"2017","Dezembro","6","No Limit","G-Eazy feat. A$AP Rocky & Cardi B","https://open.spotify.com/track/2X9P"
"2017","Dezembro","7","1-800-273-8255","Logic feat. Alessia Cara & Khalid","https://open.spotify.com/track/6W9P"
"2017","Dezembro","8","Feel It Still","Portugal. The Man","https://open.spotify.com/track/6W9P"
"2017","Dezembro","9","Mi Gente","J Balvin & Willy William feat. Beyoncé","https://open.spotify.com/track/9T9P"
"2017","Dezembro","10","Thunder","Imagine Dragons","https://open.spotify.com/track/4W9P"
"2018","Janeiro","1","Perfect","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2018","Janeiro","2","Havana","Camila Cabello feat. Young Thug","https://open.spotify.com/track/8U9P"
"2018","Janeiro","3","Rockstar","Post Malone feat. 21 Savage","https://open.spotify.com/track/2X9P"
"2018","Janeiro","4","Finesse","Bruno Mars & Cardi B","https://open.spotify.com/track/4W9P"
"2018","Janeiro","5","No Limit","G-Eazy feat. A$AP Rocky & Cardi B","https://open.spotify.com/track/2X9P"
"2018","Janeiro","6","Bad at Love","Halsey","https://open.spotify.com/track/6W9P"
"2018","Janeiro","7","Gucci Gang","Lil Pump","https://open.spotify.com/track/4W9P"
"2018","Janeiro","8","New Rules","Dua Lipa","https://open.spotify.com/track/8U9P"
"2018","Janeiro","9","Him & I","G-Eazy & Halsey","https://open.spotify.com/track/9T9P"
"2018","Janeiro","10","Thunder","Imagine Dragons","https://open.spotify.com/track/4W9P"
"2018","Fevereiro","1","God’s Plan","Drake","https://open.spotify.com/track/1Y9P"
"2018","Fevereiro","2","Perfect","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2018","Fevereiro","3","Finesse","Bruno Mars & Cardi B","https://open.spotify.com/track/4W9P"
"2018","Fevereiro","4","Havana","Camila Cabello feat. Young Thug","https://open.spotify.com/track/8U9P"
"2018","Fevereiro","5","Rockstar","Post Malone feat. 21 Savage","https://open.spotify.com/track/2X9P"
"2018","Fevereiro","6","New Rules","Dua Lipa","https://open.spotify.com/track/8U9P"
"2018","Fevereiro","7","Pray for Me","The Weeknd & Kendrick Lamar","https://open.spotify.com/track/6W9P"
"2018","Fevereiro","8","No Limit","G-Eazy feat. A$AP Rocky & Cardi B","https://open.spotify.com/track/2X9P"
"2018","Fevereiro","9","Bad at Love","Halsey","https://open.spotify.com/track/6W9P"
"2018","Fevereiro","10","Stir Fry","Migos","https://open.spotify.com/track/4W9P"
"2018","Março","1","God’s Plan","Drake","https://open.spotify.com/track/1Y9P"
"2018","Março","2","Perfect","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2018","Março","3","Finesse","Bruno Mars & Cardi B","https://open.spotify.com/track/4W9P"
"2018","Março","4","Psycho","Post Malone feat. Ty Dolla $ign","https://open.spotify.com/track/2X9P"
"2018","Março","5","Havana","Camila Cabello feat. Young Thug","https://open.spotify.com/track/8U9P"
"2018","Março","6","Meant to Be","Bebe Rexha & Florida Georgia Line","https://open.spotify.com/track/6W9P"
"2018","Março","7","Pray for Me","The Weeknd & Kendrick Lamar","https://open.spotify.com/track/6W9P"
"2018","Março","8","Look Alive","BlocBoy JB feat. Drake","https://open.spotify.com/track/4W9P"
"2018","Março","9","Stir Fry","Migos","https://open.spotify.com/track/4W9P"
"2018","Março","10","New Rules","Dua Lipa","https://open.spotify.com/track/8U9P"
"2018","Abril","1","God’s Plan","Drake","https://open.spotify.com/track/1Y9P"
"2018","Abril","2","Psycho","Post Malone feat. Ty Dolla $ign","https://open.spotify.com/track/2X9P"
"2018","Abril","3","Meant to Be","Bebe Rexha & Florida Georgia Line","https://open.spotify.com/track/6W9P"
"2018","Abril","4","Perfect","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2018","Abril","5","Finesse","Bruno Mars & Cardi B","https://open.spotify.com/track/4W9P"
"2018","Abril","6","Look Alive","BlocBoy JB feat. Drake","https://open.spotify.com/track/4W9P"
"2018","Abril","7","Pray for Me","The Weeknd & Kendrick Lamar","https://open.spotify.com/track/6W9P"
"2018","Abril","8","The Middle","Zedd, Maren Morris & Grey","https://open.spotify.com/track/8U9P"
"2018","Abril","9","Havana","Camila Cabello feat. Young Thug","https://open.spotify.com/track/8U9P"
"2018","Abril","10","Nice for What","Drake","https://open.spotify.com/track/9T9P"
"2018","Maio","1","Nice for What","Drake","https://open.spotify.com/track/9T9P"
"2018","Maio","2","God’s Plan","Drake","https://open.spotify.com/track/1Y9P"
"2018","Maio","3","Psycho","Post Malone feat. Ty Dolla $ign","https://open.spotify.com/track/2X9P"
"2018","Maio","4","Meant to Be","Bebe Rexha & Florida Georgia Line","https://open.spotify.com/track/6W9P"
"2018","Maio","5","This Is America","Childish Gambino","https://open.spotify.com/track/4W9P"
"2018","Maio","6","The Middle","Zedd, Maren Morris & Grey","https://open.spotify.com/track/8U9P"
"2018","Maio","7","Look Alive","BlocBoy JB feat. Drake","https://open.spotify.com/track/4W9P"
"2018","Maio","8","Perfect","Ed Sheeran","https://open.spotify.com/track/4W9P"
"2018","Maio","9","Better Now","Post Malone","https://open.spotify.com/track/2X9P"
"2018","Maio","10","Finesse","Bruno Mars & Cardi B","https://open.spotify.com/track/4W9P"
"2018","Junho","1","Nice for What","Drake","https://open.spotify.com/track/9T9P"
"2018","Junho","2","Psycho","Post Malone feat. Ty Dolla $ign","https://open.spotify.com/track/2X9P"
"2018","Junho","3","Better Now","Post Malone","https://open.spotify.com/track/2X9P"
"2018","Junho","4","This Is America","Childish Gambino","https://open.spotify.com/track/4W9P"
"2018","Junho","5","God’s Plan","Drake","https://open.spotify.com/track/1Y9P"
